Incident Date,Incident Time,FlightID,Aircraft,Altitude,Airport,Laser Color,Injury,City,State
2022-02-14,0610,TV7,AS50,1000,VNY,Green,No,Van Nuys,California
2022-02-14,0738,UAL2306,B752,8000,SCT,Green,No,San Diego,California
2022-02-15,0024,RPA4566,E75S,35000,ZTL,Green,No,Hampton,Georgia
2022-02-15,0045,KATT27,TEX2,5000,MOB,Green,No,Mobile,Alabama
2022-02-15,0048,UAL1878,B739,2000,IAH,Green,No,Houston,Texas
2022-02-15,0100,SKW3128,CRJ7,6000,D10,Green,No,Dallas-Fort Worth,Texas
2022-02-15,0116,SWA853,B737,2500,MKE,Green,No,Milwaukee,Wisconsin
2022-02-15,0120,LXJ578,CL35,900,MDW,Green,No,Chicago,Illinois
2022-02-15,0129,FFT1089,A20N,39000,ZID,Green,No,Indianapolis,Indiana
2022-02-15,0135,FRG9508,SB20,16000,ZID,Green,No,Indianapolis,Indiana
2022-02-15,0137,N73FX,R44,1300,RVS,Blue,No,Tulsa,Oklahoma
2022-02-15,0150,EJA798,CL35,5000,D10,Blue,No,Dallas-Fort Worth,Texas
2022-02-15,0208,N886EC,P28R,2000,I90,Green,No,Houston,Texas
2022-02-15,0229,STSRY17,BE9L,2000,CRP,Green,No,Corpus Christi,Texas
2022-02-15,0249,UCA4293,E145,16000,LCH,Blue,No,Lake Charles,Louisiana
2022-02-15,0253,DAL2894,A320,6000,A80,Green,No,Peachtree City,Georgia
2022-02-15,0313,VXP186,B737,4500,ZOA,Green,No,Fremont,California
2022-02-15,0333,DAL2992,A321,9000,M98,Green,No,Minneapolis,Minnesota
2022-02-15,0345,DPS102,AS50,1500,I90,Green,No,Houston,Texas
2022-02-15,0357,ASH6094,E75L,6300,MCI,Green,No,Kansas City,Missouri
2022-02-15,0400,JIA5727,CRJ9,21000,ZBW,Green,No,Nashua,New Hampshire
2022-02-15,0412,DAL1322,A319,5000,M98,Green,No,Minneapolis,Minnesota
2022-02-15,0431,N121NG,DA40,10300,ZDV,Green,No,Longmont,Colorado
2022-02-15,0445,JSX142,E135,14000,NCT,Green,No,Mather,California
2022-02-15,0526,SWA1423,B738,7500,NCT,Green,No,Mather,California
2022-02-15,0622,ASA113,B739,1200,SEA,Green,No,Seattle,Washington
2022-02-15,0623,SWA2366,B737,1200,SEA,Green,No,Seattle,Washington
2022-02-15,1038,UPS1366,A306,11000,ZJX,Green,No,Hillard,Florida
2022-02-15,1100,MTN8325,AT73,18000,ZAU,Green,No,Aurora,Illinois
2022-02-15,1212,AAH220,B733,2000,HCF,Green,No,Honolulu,Hawaii
2022-02-15,2222,SKW3516,E75L,800,SEA,Green,No,Seattle,Washington
2022-02-15,2350,WIG7112,C208,700,SJU,Green,No,San Juan,Puerto Rico
2022-02-16,0021,N96879,C172,3500,CMH,Red and Green,No,Columbus,Ohio
2022-02-16,0037,MTU68,DA40,5500,BNA,Red,No,Nashville,Tennessee
2022-02-16,0110,N131HN,EC145,2800,PKB,Green,No,Parkersburg,West Virginia
2022-02-16,0145,N707BL,DA40,12000,ZOB,Green,No,Oberlin,Ohio
2022-02-16,0150,DAL2322,A321,4000,A80,Green,No,Peachtree City,Georgia
2022-02-16,0202,JAKE13,K35R,23000,ZME,Green,No,Memphis,Tennessee
2022-02-16,0212,RAKE44,BE40,1500,ACT,Green,No,Waco,Texas
2022-02-16,0215,PCM7688,C208,5000,SCT,Purple,No,San Diego,California
2022-02-16,0218,VVE118,B06,1200,PNS,Green,No,Pensacola,Florida
2022-02-16,0218,QXE2084,E75L,800,SEA,Green,No,Seattle,Washington
2022-02-16,0220,QXE2223,DH8D,800,SEA,Green,No,Seattle,Washington
2022-02-16,0227,ASA126,B738,900,SEA,Green,No,Seattle,Washington
2022-02-16,0251,FT45,C172,7500,D01,Purple,No,Denver,Colorado
2022-02-16,0255,DAL452,B752,1600,SEA,Green,No,Seattle,Washington
2022-02-16,0258,UPS1321,B763,30000,ZID,Green,No,Indianapolis,Indiana
2022-02-16,0300,N96YY,DV20,5000,ZME,Green,No,Memphis,Tennessee
2022-02-16,0330,ASA1430,B739,15500,S46,Green,No,Burien,Washington
2022-02-16,0340,DAL944,B738,7000,CVG,Blue,No,Covington,Kentucky
2022-02-16,0400,ASA64,B737,1600,SEA,Green,No,Seattle,Washington
2022-02-16,0402,SKW3593,E75L,2000,SEA,Green,No,Seattle,Washington
2022-02-16,0406,DAL680,B739,1400,SEA,Green,No,Seattle,Washington
2022-02-16,0411,ASA3,B738,1500,SEA,Green,No,Seattle,Washington
2022-02-16,0421,ASA792,B737,800,SEA,Green,No,Seattle,Washington
2022-02-16,0422,SWA1668,B737,2200,SEA,Green,No,Seattle,Washington
2022-02-16,0433,LN127ZA,C55B,5000,C90,Green,No,Elgin,Illinois
2022-02-16,0530,N452ER,C172,1600,DAB,White,No,Daytona Beach,Florida
2022-02-16,0530,ERU452,C172,1600,DAB,White,No,Daytona Beach,Florida
2022-02-16,0548,ASA1186,B39M,6000,P80,Green,No,Portland,Oregon
2022-02-16,0614,FDY57,C208,1500,HCF,Green,No,Honolulu,Hawaii
2022-02-16,0644,AAL303,A319,5500,GEG,Green,No,Spokane ,Washington
2022-02-17,0012,SKW3645,CRJ9,11000,PWM,Blue,No,Portland,Maine
2022-02-17,0027,N5597E,SR22,4500,ATL,Green,No,Atlanta,Georgia
2022-02-17,0037,N46556,C172,6000,TPA,Blue,No,Tampa,Florida
2022-02-17,0043,SWA2305,B737,24000,ZME,Blue,No,Memphis,Tennessee
2022-02-17,0050,N61LH,DA40,1500,ROA,Green,No,Roanoke,Virginia
2022-02-17,0139,SHOOT54,T38,8000,OKC,Green,No,Oklahoma City,Oklahoma
2022-02-17,0200,SKW5785,CRJ2,4200,C90,Green,No,Elgin,Illinois
2022-02-17,0205,JTZ419,E55P,3200,ZME,Green,No,Memphis,Tennessee
2022-02-17,0215,RCHMED7,HELO,1800,SUU,Green,No,Fairfield,California
2022-02-17,0219,UCA4847,E145,4000,ZFW,Green,No,Fort Worth,Texas
2022-02-17,0225,N962AU,C172,3500,A80,Green,No,Peachtree City,Georgia
2022-02-17,0230,HI1045,C25B,1500,MIA,Green,No,Miami,Florida
2022-02-17,0238,SWA1790,B737,22000,BNA,Green,No,Nashville,Tennessee
2022-02-17,0240,EPI262,C172,2000,DAB,Green,No,Daytona Beach,Florida
2022-02-17,0242,AIP1937,B190,2700,ONT,Green,No,Ontario,California
2022-02-17,0246,N521CW,PA28,6500,MWH,Green,No,Moses Lake ,Washington
2022-02-17,0255,ASH6165,E75L,7000,OKC,Green,No,Oklahoma City,Oklahoma
2022-02-17,0300,AAL449,B738,17000,ZDC,Green,No,Leesburg,Virginia
2022-02-17,0329,LXJ438,E545,1000,ADS,Green,No,Dallas,Texas
2022-02-17,0352,N734DG,C172,1800,RSW,Blue,No,Fort Myers,Florida
2022-02-17,0355,UAL2184,B738,15000,ZDC,Blue,No,Leesburg,Virginia
2022-02-17,0358,SKW3476,E75L,1500,SAN,Green,No,San Diego,California
2022-02-17,0400,N573ND,C172,3000,OXR,Green,No,Oxnard,California
2022-02-17,0405,N858AU,C172,5500,MGM,Green,No,Montgomery,Alabama
2022-02-17,0509,SWA351,B738,1900,PDX,Green,No,Portland,Oregon
2022-02-17,0605,ENY4038,E145,5000,ZFW,Green,No,Fort Worth,Texas
2022-02-17,0615,UPS59,B748,12000,SCT,Green,No,San Diego,California
2022-02-17,0712,ASA375,B739,14000,NCT,Blue,No,Mather,California
2022-02-17,2317,UAL1039,B739,3000,N90,Green,No,Westbury,New York
2022-02-18,0051,SWA2842,B737,1500,RSW,Green,No,Fort Myers,Florida
2022-02-18,0120,OAE8989,B767,6000,ELP,Green,No,El Paso,Texas
2022-02-18,0241,N720LM,DA40,5300,L30,Blue Or Purple,No,Las Vegas,Nevada
2022-02-18,0252,CDM7,EC35,6500,ZOA,Green,No,Fremont,California
2022-02-18,0320,N435CA,C172,1000,BFL,Green,No,Bakersfield,California
2022-02-18,0422,N2452T,PA38,2000,FAT,Green,No,Fresno,California
2022-02-18,0511,ASA1496,B739,2100,SEA,Green,No,Seattle,Washington
2022-02-18,0550,SKW3390,E75L,3500,SAN,Green,No,San Diego,California
2022-02-18,0915,UAL2337,B738,5000,P50,Green,No,Phoenix,Arizona
2022-02-19,0024,N708LU,C172,3000,ROA,Green,No,Roanoke,Virginia
2022-02-19,0111,N717EH,C56X,2700,SBN,Green,No,South Bend,Indiana
2022-02-19,0119,CNS11,PC12,8000,PBI,Green,No,West Palm Beach,Florida
2022-02-19,0122,N131CA,P28A,3000,I90,Green,No,Houston,Texas
2022-02-19,0142,N968LT,C172,4000,ZHU,Green,No,Houston,Texas
2022-02-19,0142,NEW441,H25B,10000,GSB,Green,No,Goldsboro,North Carolina
2022-02-19,0200,SKW4640,E75L,6000,C90,Green,No,Elgin,Illinois
2022-02-19,0215,UAL2289,B738,Unk,I90,Unk,No,Houston,Texas
2022-02-19,0219,N4661Q,C152,1600,SSF,Blue,No,San Antonio,Texas
2022-02-19,0230,N746PC,C56X,8000,NCT,Green,No,Mather,California
2022-02-19,0240,AAL1291,A319,23000,ZME,Green,No,Memphis,Tennessee
2022-02-19,0245,MTU098,DA40,4000,ZID,Green,No,Indianapolis,Indiana
2022-02-19,0251,SWQ9629,B733,12000,ZHU,Blue,No,Houston,Texas
2022-02-19,0252,N67384,C152,2000,NCT,Green,No,Mather,California
2022-02-19,0255,SWA2353,B738,10000,P50,Green,No,Phoenix,Arizona
2022-02-19,0255,SWA2036,B737,3500,BNA,Green,No,Nashville,Tennessee
2022-02-19,0304,FDX45,B777,2000,BQN,Green,No,Aguadilla,Puerto Rico
2022-02-19,0304,TIV95,C25B,23000,ZLA,Green,No,Palmsdale,California
2022-02-19,0305,LXJ372,E55P,4500,NCT,Green,No,Mather,California
2022-02-19,0326,SNC1080,SH36,5000,P50,Green,No,Phoenix,Arizona
2022-02-19,0340,N771HP,C206,4000,FAT,Green,No,Fresno,California
2022-02-19,0340,SWA1653,B738,25000,ZME,Purple,No,Memphis,Tennessee
2022-02-19,0346,AAL1605,B738,2500,RDU,Green,No,Raleigh/Durham,North Carolina
2022-02-19,0408,N97EM,C56X,9000,P50,Green,No,Phoenix,Arizona
2022-02-19,0500,N41807,CH7B,4500,P80,Green,No,Portland,Oregon
2022-02-19,0500,N577CP,HELO,1300,CMH,Blue,No,Columbus,Ohio
2022-02-19,0608,SKW3408,E75L,6500,FAT,Green,No,Fresno,California
2022-02-19,0610,N4P,C82R,9000,ZOA,Green,No,Fremont,California
2022-02-19,1614,FDY59,C208,5000,HCF,Green,No,Honolulu,Hawaii
2022-02-20,0010,N5191J,C172,500,MYR,Blue,No,Myrtle Beach,South Carolina
2022-02-20,0059,UAL1911,A319,5300,AUS,Green,No,Austin,Texas
2022-02-20,0120,LTA84,DA40,Unk,HUF,Unk,No,Terre Haute,Indiana
2022-02-20,0150,BTQ984,PC12,6000,D10,Green,No,Dallas-Fort Worth,Texas
2022-02-20,0150,ACA724,BCS3,6000,N90,Green,No,Westbury,New York
2022-02-20,0215,UCA4332,E145,11000,I90,Green,No,Houston,Texas
2022-02-20,0222,SJA720,PRM1,20000,ZLA,Green,No,Palmsdale,California
2022-02-20,0225,PA17A,HELO,3000,LAS,Green,No,Las Vegas,Nevada
2022-02-20,0230,SKW5143,CRJ2,8500,C90,Green,No,Elgin,Illinois
2022-02-20,0230,SKW3530,E175,2000,SJC,Green,No,San Jose,California
2022-02-20,0241,MTU92,DA41,5000,HSV,Green,No,Huntsville,Alabama
2022-02-20,0246,MTU92,DA40,5000,ZME,Green,No,Memphis,Tennessee
2022-02-20,0258,ERU03,C172,9500,P50,Green,No,Phoenix,Arizona
2022-02-20,0303,GTI3826,B763,3000,ZSU,Green,No,San Juan,Puerto Rico
2022-02-20,0312,ERU03,C172,9500,P50,Green,No,Phoenix,Arizona
2022-02-20,0325,LN33JA,PC12,9000,L30,Green,No,Las Vegas,Nevada
2022-02-20,0330,N1932K,LJ31,7000,A80,Green,No,Peachtree City,Georgia
2022-02-20,0340,EMD24,BE9L,6500,ZDV,Green,No,Longmont,Colorado
2022-02-20,0343,N700LP,C560,12000,I90,Green,No,Houston,Texas
2022-02-20,0344,N54WS,C25C,1500,BCT,Green,No,Boca Raton,Florida
2022-02-20,0345,UCA4293,E145,3000,LCH,Green,No,Lake Charles,Louisiana
2022-02-20,0355,SWA438,B737,11000,NCT,Green,No,Mather,California
2022-02-20,0435,JSX179,E135,3000,SCT,Green,No,San Diego,California
2022-02-20,0440,DAL2850,B739,6000,CHS,Green,No,Charleston ,South Carolina
2022-02-20,0445,QXE2016,E75L,4000,S46,Green,No,Burien,Washington
2022-02-20,0445,ASA1455,A320,7500,S46,Green,No,Burien,Washington
2022-02-20,0516,SCX8710,B738,6000,CHS,Green,No,Charleston ,South Carolina
2022-02-20,0526,N916QT,C172,4000,SCT,Blue,No,San Diego,California
2022-02-20,0657,ASA1315,B738,9000,GEG,Blue,No,Spokane ,Washington
2022-02-20,0740,SH21,AS60,600,LAX,Green,No,Los Angeles,California
2022-02-20,0800,SKW3738,E75L,3500,GEG,Blue,No,Spokane ,Washington
2022-02-20,0818,LN365MT,HELO,9000,CHS,Green,No,Charleston ,South Carolina
2022-02-20,2357,N1259X,M20P,300,PIE,Green,No,St. Petersburg-Clearwater,Florida
2022-02-21,0101,AAL2254,A319,7000,D10,Green,No,Dallas-Fort Worth,Texas
2022-02-21,0104,ENY3781,E170,17500,ZME,Green,No,Memphis,Tennessee
2022-02-21,0140,SWA2207,B737,18000,ZOB,Green,No,Oberlin,Ohio
2022-02-21,0150,N2235V,C172,1300,CNO,Green,No,Chino,California
2022-02-21,0206,HAL36,A332,8000,P50,Green,No,Phoenix,Arizona
2022-02-21,0209,AAL2352,A320,9000,P50,Green,No,Phoenix,Arizona
2022-02-21,0209,UAL2492,B739,10000,BTV,Green,No,Burlington,Vermont
2022-02-21,0250,N66842,PA18,6500,ZDV,Blue,No,Longmont,Colorado
2022-02-21,0255,N20747,C172,3000,D10,Blue,No,Dallas-Fort Worth,Texas
2022-02-21,0255,CSI571,BE30,6000,ZAB,Green,No,Albuquerque,New Mexico
2022-02-21,0255,SWA2364,B737,2500,P80,Green,No,Portland,Oregon
2022-02-21,0258,SWA502,B737,2500,P80,Green,No,Portland,Oregon
2022-02-21,0305,N401BC,BE40,3500,C90,Green,No,Elgin,Illinois
2022-02-21,0310,GAJ808,B350,24000,ZLA,Green,No,Palmsdale,California
2022-02-21,0345,SKW5591,CRJ2,14000,ZOA,Green,No,Fremont,California
2022-02-21,0350,NKS613,A320,36000,ZNY,Green,No,Ronkonkoma,New York
2022-02-21,0355,ENY3678,E170,17000,ZME,Green,No,Memphis,Tennessee
2022-02-21,0448,OXF6250,P28A,5100,ZAB,Green,No,Albuquerque,New Mexico
2022-02-21,0530,LN126TS,PC12,6500,BOI,Green,No,Boise,Idaho
2022-02-21,1120,HAL50,A332,3000,N90,Green,No,Westbury,New York
2022-02-21,2342,N560PU,P28A,1400,GUS,Green,No,Peru,Indiana
2022-02-22,0054,KAP7134,P212,2600,EVV,Green,No,Evansville,Indiana
2022-02-22,0056,ASA716,B739,4000,D10,Green,No,Dallas-Fort Worth,Texas
2022-02-22,0104,N32702,P28A,1000,P31,Green,No,Pensacola,Florida
2022-02-22,0130,N219SP,C172,2100,OWB,Green,No,Owensboro,Kentucky
2022-02-22,0132,AAL1614,A320,6000,D10,Green,No,Dallas-Fort Worth,Texas
2022-02-22,0135,N263RS,PC12,14000,ZTL,Green,No,Hampton,Georgia
2022-02-22,0140,SCX380,B738,18000,ZMA,Green,No,Melbourne,Florida
2022-02-22,0149,AAL1889,A319,3200,PHX,Green,No,Phoenix,Arizona
2022-02-22,0320,ASA1135,B739,2000,SEA,Green,No,Seattle,Washington
2022-02-22,0345,N172RA,C172,3000,PAE,Green,No,Everett,Washington
2022-02-22,0352,N6504M,C182,4200,DAB,Green,No,Daytona Beach,Florida
2022-02-22,0354,NKS1399,A321,16000,ZJX,Green,No,Hillard,Florida
2022-02-22,0408,N6504M,C182,4200,DAB,Green,No,Daytona Beach,Florida
2022-02-22,0433,UPS1171,MD11,2000,SDF,Green,No,Louisville,Kentucky
2022-02-22,0450,SKW3800,E75L,5000,BOI,Green,No,Boise,Idaho
2022-02-22,2300,AAL1354,A319,15000,PHL,Green,No,Philadelphia,Pennsylvania
2022-02-22,2347,JBU1051,E190,4000,PBI,Green,No,West Palm Beach,Florida
2022-02-23,0032,N6168Q,P28A,4000,JAX,Green,No,Jacksonville,Florida
2022-02-23,0227,DAL2177,N739,4000,P80,Green,No,Portland,Oregon
2022-02-23,0230,N4297M,P28A,4500,F11,Green,No,Orlando,Florida
2022-02-23,0250,AAL2283,B789,5000,SCT,Green,No,San Diego,California
2022-02-23,0310,ERU493,C172,4000,TPA,White,No,Tampa,Florida
2022-02-23,0355,SWA2056,B738,6800,PCT,Green,No,Warrenton,Virginia
2022-02-23,0441,ASA227,B739,11000,S46,Green,No,Burien,Washington
2022-02-23,0443,ASA1304,A320,13000,S46,Green,No,Burien,Washington
2022-02-23,0444,BUOY25,K35R,4000,TPA,Green,No,Tampa,Florida
2022-02-23,0445,BALTO90,C17,2000,A11,Blue,No,Anchorage,Alaska
2022-02-23,0450,SKW5347,E75L,3000,ICT,Red,No,Wichita,Kansas
2022-02-23,0533,JIA5071,CRJ9,10000,PCT,Green,No,Warrenton,Virginia
2022-02-23,0535,AAL1077,A319,10000,PCT,Green,No,Warrenton,Virginia
2022-02-23,0553,BALTO90,C17,2000,A11,Blue,No,Anchorage,Alaska
2022-02-23,0607,SKW3390,E75L,7000,NCT,Green,No,Mather,California
2022-02-23,0654,ASA505,B738,11000,S46,Green,No,Burien,Washington
2022-02-23,0830,UAL1778,B737,500,UAL,Green,No,Salt Lake City,Utah
2022-02-23,1352,N565CG,LJ60,2800,SDL,White,No,Scottsdale,Arizona
2022-02-24,0103,N705LU,C172,3000,ROA,Green,No,Roanoke,Virginia
2022-02-24,0128,EDV5213,CRJ9,7700,ZHU,Green,No,Houston,Texas
2022-02-24,0129,EDV5451,CRJ2,16500,ZTL,Green,No,Hampton,Georgia
2022-02-24,0130,PDT6197,E145,18000,ZTL,Green,No,Hampton,Georgia
2022-02-24,0130,N863DR,T206,4000,SAV,Green,No,Savannah,Georgia
2022-02-24,0131,ENY4250,E170,11000,ZTL,Green,No,Hampton,Georgia
2022-02-24,0137,GJS4582,CRJ7,26000,ZDC,Blue,No,Leesburg,Virginia
2022-02-24,0144,JIA5064,CRJ7,14000,ZDC,Green,No,Leesburg,Virginia
2022-02-24,0200,N5324G,C172,4500,MAF,Green,No,Midland,Texas
2022-02-24,0200,KONA206,C182,7500,JAX,Green,No,Jacksonville,Florida
2022-02-24,0224,EDV4735,CRJ2,5000,A80,Green,No,Peachtree City,Georgia
2022-02-24,0227,N177BD,C172,6000,P80,Green,No,Portland,Oregon
2022-02-24,0229,LBQ782,BE58,8000,GSO,Green,No,Greensboro,North Carolina
2022-02-24,0240,DAL1922,B738,15000,S46,Green,No,Burien,Washington
2022-02-24,0257,SKW5306,E75L,23000,ZOA,Green,No,Fremont,California
2022-02-24,0308,XOJ780,C750,8000,SCT,Green,No,San Diego,California
2022-02-24,0351,N611EK,C172,3500,S46,Green,No,Burien,Washington
2022-02-24,0410,SNC787,SH36,3500,CAE,Green,No,Columbia,South Carolina
2022-02-24,0415,RPA3412,E75L,3500,TPA,Green,No,Tampa,Florida
2022-02-24,0419,ASA1304,A320,14000,S46,Green,No,Burien,Washington
2022-02-24,0442,ASA1066,B739,8000,ABQ,Green,No,Albuquerque,New Mexico
2022-02-24,0443,ASH5814,CRJ9,9300,P50,Green,No,Phoenix,Arizona
2022-02-24,0503,UAL540,B737,8000,SCT,Green,No,San Diego,California
2022-02-24,0519,ASA1187,B39M,15000,ZSE,Green,No,Auburn,Washington
2022-02-24,0547,ASA771,B737,2000,PDX,Green,No,Portland,Oregon
2022-02-24,0610,AAL559,A321,3500,SAN,Green,No,San Diego,California
2022-02-24,0611,N916NT,C172,2000,BFL,Green,No,Bakersfield,California
2022-02-25,0110,AAL771,B738,34000,ZJX,Blue,No,Hillard,Florida
2022-02-25,0142,N7335H,C172,3000,A80,Green,No,Peachtree City,Georgia
2022-02-25,0200,EJA809,C700,12000,ZDV,Blue,No,Longmont,Colorado
2022-02-25,0255,N621KF,SR22,7000,ZJX,Green,No,Hillard,Florida
2022-02-25,0256,SWA2494,B737,4600,SCT,Green,No,San Diego,California
2022-02-25,0300,N734KU,C172,4000,P80,Green,No,Portland,Oregon
2022-02-25,0340,SWA717,B738,9500,P50,Green,No,Phoenix,Arizona
2022-02-25,0355,LINDO85,C5M,1500,SCK,Green,No,Stockton,California
2022-02-25,0456,SKW3359,E75L,4000,NCT,Green,No,Mather,California
2022-02-25,0504,ASA792,B738,4000,S46,Green,No,Burien,Washington
2022-02-25,0505,SWA1572,B737,4000,S46,Green,No,Burien,Washington
2022-02-25,0505,N5658U,P28A,6000,JAX,Green,No,Jacksonville,Florida
2022-02-25,0506,SWA1594,B737,5000,PSP,Green,No,Palm Springs,California
2022-02-25,0650,CTL5,AC50,5000,ZMA,Green,No,Melbourne,Florida
2022-02-25,1035,ATN3496,B763,10000,SCT,Green,No,San Diego,California
2022-02-25,1327,QXE2019,E75L,6000,P80,Green,No,Portland,Oregon
2022-02-25,2350,PDT6154,E145,4000,PHL,Green,No,Philadelphia,Pennsylvania
2022-02-26,0038,N772CS,C560,9000,GSO,Green,No,Greensboro,North Carolina
2022-02-26,0044,ENY3648,E145,7500,GSO,Green,No,Greensboro,North Carolina
2022-02-26,0056,N227MT,HELO,1200,DTO,Blue,No,Denton,Texas
2022-02-26,0108,N22CE,SR22,5500,ZMA,Green,No,Melbourne,Florida
2022-02-26,0134,EDV5293,CRJ9,16000,ZTL,Green,No,Hampton,Georgia
2022-02-26,0155,SKW169K,CRJ9,8000,M98,Green,No,Minneapolis,Minnesota
2022-02-26,0216,SKW5544,E75L,5000,CLT,Green,No,Charlotte,North Carolina
2022-02-26,0223,EDV5500,CRJ9,20000,ZDC,Green,No,Leesburg,Virginia
2022-02-26,0225,SWA1757,B737,1700,BUR,Green,No,Burbank,California
2022-02-26,0225,EDV4989,CRJ9,23000,ZDC,Green,No,Leesburg,Virginia
2022-02-26,0228,N61750,C172,5500,SUX,Green,No,Sioux City,Iowa
2022-02-26,0230,PDT6047,E145,17000,ZDC,Blue,No,Leesburg,Virginia
2022-02-26,0237,N4887G,C172,2000,MWH,Green,No,Moses Lake ,Washington
2022-02-26,0341,N811DM,SR22,4000,GSP,Green,No,Greer,South Carolina
2022-02-26,0419,SCX356,B738,38000,ZAU,Green,No,Aurora,Illinois
2022-02-26,0450,PHI53,AS50,6800,ABQ,Green,No,Albuquerque,New Mexico
2022-02-26,0451,UAL352,B739,11000,ZBW,Green,No,Nashua,New Hampshire
2022-02-26,0455,N234AW,PC12,6000,SCT,Green,No,San Diego,California
2022-02-26,0520,FDX1807,MF11,16000,ZSE,Green,No,Auburn,Washington
2022-02-26,0522,LN642PC,PC12,7100,ABQ,Green,No,Albuquerque,New Mexico
2022-02-26,0550,UAL2413,B738,3000,SNA,Green,No,Santa Ana,California
2022-02-26,0655,N2875Q,C172,2000,HCF,Blue,No,Honolulu,Hawaii
2022-02-26,2330,SWA3104,B738,500,SJU,Green,No,San Juan,Puerto Rico
2022-02-26,2340,IDAHO19,BE20,10500,PCT,Green,No,Warrenton,Virginia
2022-02-27,0129,SWA4323,B737,17000,ZMA,Green,No,Melbourne,Florida
2022-02-27,0153,SWA2615,B737,14000,ZAU,Green,No,Aurora,Illinois
2022-02-27,0157,SWA2564,B737,14000,ZAU,Green,No,Aurora,Illinois
2022-02-27,0224,EJA678,C56X,9000,MTC,Green,No,Mount Clemens,Michigan
2022-02-27,0233,TIV770,F2TH,1000,PBI,Green,No,West Palm Beach,Florida
2022-02-27,0305,SWG590,B38M,30000,ZLC,Green,No,Salt Lake City,Utah
2022-02-27,0310,N20519,C172,3600,EVV,Green,No,Evansville,Indiana
2022-02-27,0430,N230DC,DA40,11500,ZLC,Blue,No,Salt Lake City,Utah
2022-02-27,0432,N383PS,DA40,6000,S56,Green,No,Salt Lake City,Utah
2022-02-27,0437,N63371,C172,8000,SCT,Green,No,San Diego,California
2022-02-27,0513,MV21,E130,3000,LAS,Blue,No,Las Vegas,Nevada
2022-02-27,0700,SKW3990,E75S,10000,NCT,Green,No,Mather,California
2022-02-27,0741,UAL1064,B739,6000,L30,Green,No,Las Vegas,Nevada
2022-02-27,0942,DAL1254,A321,18000,D21,Green,No,Detroit,Michigan
2022-02-27,2329,UAL2147,B738,15000,ZDC,Green,No,Leesburg,Virginia
2022-02-28,0113,N680BH,C680,12500,CHA,Red,No,Chattanooga,Tennessee
2022-02-28,0120,AAL1832,A321,7500,D10,Green,No,Dallas-Fort Worth,Texas
2022-02-28,0130,LTA68,DA40,6500,GUS,Green,No,Peru,Indiana
2022-02-28,0135,ABX964,B763,24000,ZID,Green,No,Indianapolis,Indiana
2022-02-28,0146,SKW4269,CRJ2,7000,CPR,Blue,No,Casper,Wyoming
2022-02-28,0157,PDT6027,E145,12000,CLT,Green,No,Charlotte,North Carolina
2022-02-28,0202,SWA126,B737,11000,P50,Blue,No,Phoenix,Arizona
2022-02-28,0206,SWA1491,B737,8000,BNA,Green,No,Nashville,Tennessee
2022-02-28,0210,SWA3650,B737,5000,L30,Blue,No,Las Vegas,Nevada
2022-02-28,0212,UAL1997,A319,11000,D01,Green,No,Denver,Colorado
2022-02-28,0226,UAL2200,B38M,30000,ZLA,Green,No,Palmsdale,California
2022-02-28,0231,N484AE,B206,2800,ABI,Green,No,Abilene,Texas
2022-02-28,0233,REH18,HELO,1800,STS,Green,No,Santa Rosa,California
2022-02-28,0311,SWA2199,B737,21000,ZME,Green,No,Memphis,Tennessee
2022-02-28,0313,PDT6013,E145,22000,ZID,Green,No,Indianapolis,Indiana
2022-02-28,0328,NKS416,A320,24000,ZME,Green,No,Memphis,Tennessee
2022-02-28,0355,SWA2036,B737,24400,ZME,Green,No,Memphis,Tennessee
2022-02-28,0420,UAL523,B757,14000,NCT,Green,No,Mather,California
2022-02-28,0434,N1141M,C172,3500,NCT,Green,No,Mather,California
2022-02-28,0603,SRVY2,C208,7500,U90,Green,No,Tucson,Arizona
2022-02-28,0610,ASA833,B739,33000,ZOA,Green,No,Fremont,California
2022-02-28,1138,AAL550,B738,23000,ZMP,Green,No,Dodge Center,Minnesota
2022-02-28,2325,N75TG,BE40,11000,PHL,Green,No,Philadelphia,Pennsylvania
2022-03-01,0057,N55349,C172,2500,CRP,Green,No,Corpus Christi,Texas
2022-03-01,0101,N389W,PC12,15000,ZAU,Green,No,Aurora,Illinois
2022-03-01,0115,DAL520,B752,15000,ZTL,Blue And Green,No,Hampton,Georgia
2022-03-01,0125,SWA1812,B737,20000,D01,Green,No,Denver,Colorado
2022-03-01,0129,C2317,CN35,4000,CRP,Green,No,Corpus Christi,Texas
2022-03-01,0130,UAL1875,B738,22000,ZDV,Green,No,Longmont,Colorado
2022-03-01,0130,SWA2195,B737,22000,ZDV,Green,No,Longmont,Colorado
2022-03-01,0155,KSU39,C172,6000,R90,Green,No,Bellevue,Nebraska
2022-03-01,0155,MTU49,DA40,8000,ZME,Green,No,Memphis,Tennessee
2022-03-01,0157,N24396,HELO,Unk,PNE,Unk,No,Philadelphia,Pennsylvania
2022-03-01,0215,SKQ22,PC12,10000,ZAU,Green,No,Aurora,Illinois
2022-03-01,0217,JIA5339,CRJ7,2000,A80,Blue,No,Peachtree City,Georgia
2022-03-01,0218,N211FT,C172,5000,ZME,Green,No,Memphis,Tennessee
